downloadId,accession
9092,edgar/data/9092/000119312512103471/Financial_Report.xls
9235,edgar/data/9235/000114420412021848/Financial_Report.xls
9263,edgar/data/9263/000119312512111004/Financial_Report.xls
9326,edgar/data/9326/000114036112011682/Financial_Report.xls
9346,edgar/data/9346/000000934612000005/Financial_Report.xls
9389,edgar/data/9389/000110465912011588/Financial_Report.xls
9466,edgar/data/9466/000104746912001863/Financial_Report.xls
9892,edgar/data/9892/000119312512075199/Financial_Report.xls
9984,edgar/data/9984/000000998412000036/Financial_Report.xls
10048,edgar/data/10048/000110465912083471/Financial_Report.xls
10254,edgar/data/10254/000135448812003035/Financial_Report.xls
10329,edgar/data/10329/000143774912001055/Financial_Report.xls
10456,edgar/data/10456/000119312512075661/Financial_Report.xls
10795,edgar/data/10795/000119312512478705/Financial_Report.xls
11199,edgar/data/11199/000110465912014367/Financial_Report.xls
11544,edgar/data/11544/000001154412000021/Financial_Report.xls
12040,edgar/data/12040/000091431712001635/Financial_Report.xls
12208,edgar/data/12208/000001220812000008/Financial_Report.xls
12239,edgar/data/12239/000110465912022224/Financial_Report.xls
12400,edgar/data/12400/000001240012000005/Financial_Report.xls
12659,edgar/data/12659/000119312512283991/Financial_Report.xls
12779,edgar/data/12779/000001277912000003/Financial_Report.xls
12927,edgar/data/12927/000119312512048565/Financial_Report.xls
12978,edgar/data/12978/000119312512077611/Financial_Report.xls
13033,edgar/data/13033/000116552712000872/Financial_Report.xls
13156,edgar/data/13156/000125529412000228/Financial_Report.xls
13239,edgar/data/13239/000001323912000016/Financial_Report.xls
13372,edgar/data/13372/000119312512043962/Financial_Report.xls
13573,edgar/data/13573/000143774912009798/Financial_Report.xls
14177,edgar/data/14177/000143774912000636/Financial_Report.xls
14195,edgar/data/14195/000001419512000020/Financial_Report.xls
14272,edgar/data/14272/000119312512066416/Financial_Report.xls
14693,edgar/data/14693/000119312512285018/Financial_Report.xls
14707,edgar/data/14707/000001470712000029/Financial_Report.xls
14846,edgar/data/14846/000104746912011213/Financial_Report.xls
14930,edgar/data/14930/000001493012000028/Financial_Report.xls
15357,edgar/data/15357/000118811212002880/Financial_Report.xls
15511,edgar/data/15511/000001551112000006/Financial_Report.xls
15615,edgar/data/15615/000119312512089522/Financial_Report.xls
15847,edgar/data/15847/000114036112034252/Financial_Report.xls
16040,edgar/data/16040/000119312512485653/Financial_Report.xls
16058,edgar/data/16058/000119312512371503/Financial_Report.xls
16099,edgar/data/16099/000119312512465459/Financial_Report.xls
16160,edgar/data/16160/000114420412043035/Financial_Report.xls
16614,edgar/data/16614/000119312512143054/Financial_Report.xls
16732,edgar/data/16732/000001673212000024/Financial_Report.xls
16918,edgar/data/16918/000119312512195350/Financial_Report.xls
17313,edgar/data/17313/000114036112028351/Financial_Report.xls
17485,edgar/data/17485/000114420412068998/Financial_Report.xls
17797,edgar/data/17797/000109409312000046/Financial_Report.xls
17843,edgar/data/17843/000110465912059558/Financial_Report.xls
18061,edgar/data/18061/000119312512149871/Financial_Report.xls
18169,edgar/data/18169/000119312512117356/Financial_Report.xls
18172,edgar/data/18172/000119312512114627/Financial_Report.xls
18230,edgar/data/18230/000110465912011331/Financial_Report.xls
18255,edgar/data/18255/000001825512000005/Financial_Report.xls
18349,edgar/data/18349/000144530512000519/Financial_Report.xls
18396,edgar/data/18396/000119312512097893/Financial_Report.xls
18498,edgar/data/18498/000119312512137534/Financial_Report.xls
18647,edgar/data/18647/000106139312000044/Financial_Report.xls
18654,edgar/data/18654/000119312512085489/Financial_Report.xls
18672,edgar/data/18672/000108981912000018/Financial_Report.xls
18808,edgar/data/18808/000114036112015364/Financial_Report.xls
18886,edgar/data/18886/000101968712001961/Financial_Report.xls
18926,edgar/data/18926/000104746912001666/Financial_Report.xls
18937,edgar/data/18937/000114036112008891/Financial_Report.xls
19002,edgar/data/19002/000120445912000788/Financial_Report.xls
19149,edgar/data/19149/000001914912000012/Financial_Report.xls
19353,edgar/data/19353/000001935312000012/Financial_Report.xls
19411,edgar/data/19411/000104746912001737/Financial_Report.xls
19446,edgar/data/19446/000110465912069106/Financial_Report.xls
19584,edgar/data/19584/000115752312001051/Financial_Report.xls
19612,edgar/data/19612/000119312512077210/Financial_Report.xls
19617,edgar/data/19617/000001961712000163/Financial_Report.xls
19745,edgar/data/19745/000119312512099980/Financial_Report.xls
19871,edgar/data/19871/000119312512137299/Financial_Report.xls
20171,edgar/data/20171/000095012312003346/Financial_Report.xls
20212,edgar/data/20212/000119312512109920/Financial_Report.xls
20232,edgar/data/20232/000002023212000008/Financial_Report.xls
20286,edgar/data/20286/000114420412011957/Financial_Report.xls
20290,edgar/data/20290/000119312512085533/Financial_Report.xls
20520,edgar/data/20520/000002052012000020/Financial_Report.xls
20629,edgar/data/20629/000119312512257775/Financial_Report.xls
20639,edgar/data/20639/000002063912000020/Financial_Report.xls
20740,edgar/data/20740/000002074012000014/Financial_Report.xls
20947,edgar/data/20947/000103129612000012/Financial_Report.xls
21076,edgar/data/21076/000120677412003688/Financial_Report.xls
21175,edgar/data/21175/000002117512000009/Financial_Report.xls
21344,edgar/data/21344/000002134412000007/Financial_Report.xls
21510,edgar/data/21510/000002151012000014/Financial_Report.xls
21535,edgar/data/21535/000119312512088296/Financial_Report.xls
21665,edgar/data/21665/000144530512000409/Financial_Report.xls
21828,edgar/data/21828/000114036112017566/Financial_Report.xls
22252,edgar/data/22252/000119312512195681/Financial_Report.xls
22356,edgar/data/22356/000002235612000015/Financial_Report.xls
22444,edgar/data/22444/000002244412000006/Financial_Report.xls
22551,edgar/data/22551/000115752312001831/Financial_Report.xls
22606,edgar/data/22606/000119312512049043/Financial_Report.xls
22701,edgar/data/22701/000089710112000451/Financial_Report.xls
22767,edgar/data/22767/000110842612000014/Financial_Report.xls
22872,edgar/data/22872/000119312512143913/Financial_Report.xls
23082,edgar/data/23082/000002308212000039/Financial_Report.xls
23111,edgar/data/23111/000119312512078045/Financial_Report.xls
23194,edgar/data/23194/000119312512081407/Financial_Report.xls
23197,edgar/data/23197/000002319712000020/Financial_Report.xls
23217,edgar/data/23217/000119312512308387/Financial_Report.xls
23426,edgar/data/23426/000007274112000020/Financial_Report.xls
23632,edgar/data/23632/000119312512069828/Financial_Report.xls
23666,edgar/data/23666/000119312512392647/Financial_Report.xls
23675,edgar/data/23675/000119312512084829/Financial_Report.xls
23795,edgar/data/23795/000119312512116243/Financial_Report.xls
24090,edgar/data/24090/000114036112014956/Financial_Report.xls
24104,edgar/data/24104/000110465912022780/Financial_Report.xls
24491,edgar/data/24491/000119312512081292/Financial_Report.xls
24545,edgar/data/24545/000144530512000454/Financial_Report.xls
24741,edgar/data/24741/000119312512056163/Financial_Report.xls
24751,edgar/data/24751/000002475112000060/Financial_Report.xls
25212,edgar/data/25212/000110465912081119/Financial_Report.xls
25232,edgar/data/25232/000119312512070500/Financial_Report.xls
25354,edgar/data/25354/000002535412000024/Financial_Report.xls
25445,edgar/data/25445/000119312512081927/Financial_Report.xls
25475,edgar/data/25475/000002547512000032/Financial_Report.xls
25598,edgar/data/25598/000110465912019191/Financial_Report.xls
25600,edgar/data/25600/000110465912019192/Financial_Report.xls
25743,edgar/data/25743/000138713112000862/Financial_Report.xls
25793,edgar/data/25793/000002579312000024/Financial_Report.xls
25895,edgar/data/25895/000143774912006233/Financial_Report.xls
26058,edgar/data/26058/000119312512076105/Financial_Report.xls
26076,edgar/data/26076/000110465912084291/Financial_Report.xls
26172,edgar/data/26172/000104746912001182/Financial_Report.xls
26324,edgar/data/26324/000093041312001077/Financial_Report.xls
26780,edgar/data/26780/000114420412010573/Financial_Report.xls
27093,edgar/data/27093/000117152012000646/Financial_Report.xls
27367,edgar/data/27367/000101905612000401/Financial_Report.xls
27419,edgar/data/27419/000104746912002714/Financial_Report.xls
27430,edgar/data/27430/000110465912021437/Financial_Report.xls
27673,edgar/data/27673/000110465912084562/Financial_Report.xls
27748,edgar/data/27748/000117184312003441/Financial_Report.xls
27879,edgar/data/27879/000119312512075999/Financial_Report.xls
27904,edgar/data/27904/000144530512000272/Financial_Report.xls
27960,edgar/data/27960/000095015912000107/Financial_Report.xls
27996,edgar/data/27996/000114036112010738/Financial_Report.xls
28385,edgar/data/28385/000002838512000003/Financial_Report.xls
28412,edgar/data/28412/000002841212000031/Financial_Report.xls
28561,edgar/data/28561/000135448812005047/Financial_Report.xls
28823,edgar/data/28823/000002882312000006/Financial_Report.xls
28917,edgar/data/28917/000104746912003143/Financial_Report.xls
29002,edgar/data/29002/000119312512084918/Financial_Report.xls
29006,edgar/data/29006/000105291812000144/Financial_Report.xls
29332,edgar/data/29332/000002933212000029/Financial_Report.xls
29534,edgar/data/29534/000104746912003084/Financial_Report.xls
29644,edgar/data/29644/000089710112001641/Financial_Report.xls
29669,edgar/data/29669/000119312512072936/Financial_Report.xls
29834,edgar/data/29834/000119312512103167/Financial_Report.xls
29905,edgar/data/29905/000002990512000008/Financial_Report.xls
29915,edgar/data/29915/000002991512000008/Financial_Report.xls
29952,edgar/data/29952/000139834412002072/Financial_Report.xls
29989,edgar/data/29989/000002998912000005/Financial_Report.xls
30302,edgar/data/30302/000003030212000006/Financial_Report.xls
30305,edgar/data/30305/000119312512096819/Financial_Report.xls
30371,edgar/data/30371/000119312512085533/Financial_Report.xls
30419,edgar/data/30419/000003041912000005/Financial_Report.xls
30554,edgar/data/30554/000003055412000005/Financial_Report.xls
30625,edgar/data/30625/000003062512000005/Financial_Report.xls
30697,edgar/data/30697/000003069712000007/Financial_Report.xls
30822,edgar/data/30822/000003082212000005/Financial_Report.xls
30828,edgar/data/30828/000119312512118967/Financial_Report.xls
31107,edgar/data/31107/000003110712000007/Financial_Report.xls
31235,edgar/data/31235/000003123512000036/Financial_Report.xls
31277,edgar/data/31277/000003127712000008/Financial_Report.xls
31347,edgar/data/31347/000119312512115264/Financial_Report.xls
31462,edgar/data/31462/000110465912014104/Financial_Report.xls
31667,edgar/data/31667/000118518512001227/Financial_Report.xls
31704,edgar/data/31704/000119312512111250/Financial_Report.xls
31791,edgar/data/31791/000144530512000499/Financial_Report.xls
31978,edgar/data/31978/000003197812000015/Financial_Report.xls
31986,edgar/data/31986/000119312512079791/Financial_Report.xls
32166,edgar/data/32166/000119312512350469/Financial_Report.xls
32567,edgar/data/32567/000126493112000697/Financial_Report.xls
32604,edgar/data/32604/000003260412000012/Financial_Report.xls
32621,edgar/data/32621/000119312512302134/Financial_Report.xls
32689,edgar/data/32689/000104746912001313/Financial_Report.xls
32776,edgar/data/32776/000119312512159041/Financial_Report.xls
33002,edgar/data/33002/000119312512227898/Financial_Report.xls
33113,edgar/data/33113/000114036112034781/Financial_Report.xls
33185,edgar/data/33185/000114420412010639/Financial_Report.xls
33213,edgar/data/33213/000110465912010579/Financial_Report.xls
33488,edgar/data/33488/000101905612000307/Financial_Report.xls
33533,edgar/data/33533/000091431712001329/Financial_Report.xls
33619,edgar/data/33619/000119312512512936/Financial_Report.xls
33769,edgar/data/33769/000119312512278749/Financial_Report.xls
33992,edgar/data/33992/000135448812001575/Financial_Report.xls
34067,edgar/data/34067/000110465912016908/Financial_Report.xls
34088,edgar/data/34088/000119312512078102/Financial_Report.xls
34115,edgar/data/34115/000119312512149664/Financial_Report.xls
34285,edgar/data/34285/000147793212000621/Financial_Report.xls
34408,edgar/data/34408/000003440812000007/Financial_Report.xls
34563,edgar/data/34563/000003456312000029/Financial_Report.xls
34782,edgar/data/34782/000110465912010878/Financial_Report.xls
34903,edgar/data/34903/000003490312000008/Financial_Report.xls
34956,edgar/data/34956/000135448812003634/Financial_Report.xls
35214,edgar/data/35214/000119312512086029/Financial_Report.xls
35527,edgar/data/35527/000119312512089474/Financial_Report.xls
36029,edgar/data/36029/000119312512072406/Financial_Report.xls
36047,edgar/data/36047/000003604712000016/Financial_Report.xls
36104,edgar/data/36104/000119312512075125/Financial_Report.xls
36146,edgar/data/36146/000114036112011010/Financial_Report.xls
36270,edgar/data/36270/000119312512075161/Financial_Report.xls
36369,edgar/data/36369/000100329712000398/Financial_Report.xls
36506,edgar/data/36506/000119312512141911/Financial_Report.xls
36840,edgar/data/36840/000091431712000048/Financial_Report.xls
36966,edgar/data/36966/000093041312001162/Financial_Report.xls
37008,edgar/data/37008/000119312512117514/Financial_Report.xls
37049,edgar/data/37049/000119312512137095/Financial_Report.xls
37472,edgar/data/37472/000089710112001424/Financial_Report.xls
37634,edgar/data/37634/000075330812000025/Financial_Report.xls
37637,edgar/data/37637/000109409312000046/Financial_Report.xls
37785,edgar/data/37785/000003778512000004/Financial_Report.xls
37808,edgar/data/37808/000119312512085669/Financial_Report.xls
37996,edgar/data/37996/000003799612000007/Financial_Report.xls
38009,edgar/data/38009/000003800912000023/Financial_Report.xls
38067,edgar/data/38067/000119312512146114/Financial_Report.xls
38074,edgar/data/38074/000003807412000020/Financial_Report.xls
38079,edgar/data/38079/000003807912000013/Financial_Report.xls
38264,edgar/data/38264/000100329712000514/Financial_Report.xls
38723,edgar/data/38723/000137647412000078/Financial_Report.xls
38725,edgar/data/38725/000003872512000025/Financial_Report.xls
38777,edgar/data/38777/000003877712000243/Financial_Report.xls
38824,edgar/data/38824/000114420412052080/Financial_Report.xls
38984,edgar/data/38984/000119312512143990/Financial_Report.xls
39020,edgar/data/39020/000114420412041625/Financial_Report.xls
39047,edgar/data/39047/000144530512002440/Financial_Report.xls
39092,edgar/data/39092/000119312512275255/Financial_Report.xls
39263,edgar/data/39263/000119312512038799/Financial_Report.xls
39273,edgar/data/39273/000003927312000014/Financial_Report.xls
39311,edgar/data/39311/000114036112015122/Financial_Report.xls
39368,edgar/data/39368/000119312512026988/Financial_Report.xls
39648,edgar/data/39648/000119312512367510/Financial_Report.xls
39677,edgar/data/39677/000114036112017338/Financial_Report.xls
39899,edgar/data/39899/000119312512072714/Financial_Report.xls
39911,edgar/data/39911/000119312512132098/Financial_Report.xls
40194,edgar/data/40194/000004019412000010/Financial_Report.xls
40211,edgar/data/40211/000119312512077477/Financial_Report.xls
40528,edgar/data/40528/000114420412029730/Financial_Report.xls
40533,edgar/data/40533/000119312512066385/Financial_Report.xls
40545,edgar/data/40545/000004054512000016/Financial_Report.xls
40554,edgar/data/40554/000004055412000039/Financial_Report.xls
40704,edgar/data/40704/000119312512293636/Financial_Report.xls
40729,edgar/data/40729/000004072912000011/Financial_Report.xls
40888,edgar/data/40888/000119312512041886/Financial_Report.xls
40987,edgar/data/40987/000119312512079802/Financial_Report.xls
41023,edgar/data/41023/000119312512112276/Financial_Report.xls
41091,edgar/data/41091/000009212212000016/Financial_Report.xls
41719,edgar/data/41719/000119312512106730/Financial_Report.xls
42136,edgar/data/42136/000106299312001250/Financial_Report.xls
42228,edgar/data/42228/000115752312004652/Financial_Report.xls
42284,edgar/data/42284/000107997312000328/Financial_Report.xls
42316,edgar/data/42316/000119312512134630/Financial_Report.xls
42542,edgar/data/42542/000119312512074985/Financial_Report.xls
42582,edgar/data/42582/000095012312002512/Financial_Report.xls
42682,edgar/data/42682/000119312512096416/Financial_Report.xls
42888,edgar/data/42888/000119312512069746/Financial_Report.xls
43196,edgar/data/43196/000119312512098811/Financial_Report.xls
43350,edgar/data/43350/000119312512157390/Financial_Report.xls
43410,edgar/data/43410/000089710112000229/Financial_Report.xls
43920,edgar/data/43920/000119312512514736/Financial_Report.xls
44545,edgar/data/44545/000009212212000016/Financial_Report.xls
44570,edgar/data/44570/000006598412000067/Financial_Report.xls
44689,edgar/data/44689/000143774912002462/Financial_Report.xls
45012,edgar/data/45012/000004501212000075/Financial_Report.xls
45621,edgar/data/45621/000109690612000765/Financial_Report.xls
45876,edgar/data/45876/000104746912001683/Financial_Report.xls
45919,edgar/data/45919/000119312512100444/Financial_Report.xls
45947,edgar/data/45947/000119312512078256/Financial_Report.xls
46080,edgar/data/46080/000119312512072846/Financial_Report.xls
46129,edgar/data/46129/000104746912002529/Financial_Report.xls
46195,edgar/data/46195/000104746912001729/Financial_Report.xls
46207,edgar/data/46207/000110465912010751/Financial_Report.xls
46250,edgar/data/46250/000119312512256380/Financial_Report.xls
46619,edgar/data/46619/000004661912000009/Financial_Report.xls
46640,edgar/data/46640/000004664012000012/Financial_Report.xls
46765,edgar/data/46765/000104746912010732/Financial_Report.xls
47111,edgar/data/47111/000119312512067143/Financial_Report.xls
47129,edgar/data/47129/000104746912001626/Financial_Report.xls
47217,edgar/data/47217/000104746912011417/Financial_Report.xls
47307,edgar/data/47307/000004730712000004/Financial_Report.xls
47518,edgar/data/47518/000121465912005085/Financial_Report.xls
48039,edgar/data/48039/000119312512086106/Financial_Report.xls
48287,edgar/data/48287/000004828712000010/Financial_Report.xls
48465,edgar/data/48465/000110465912085141/Financial_Report.xls
48732,edgar/data/48732/000004873212000006/Financial_Report.xls
48898,edgar/data/48898/000130817912000024/Financial_Report.xls
49071,edgar/data/49071/000119312512076885/Financial_Report.xls
49196,edgar/data/49196/000119312512067565/Financial_Report.xls
49534,edgar/data/49534/000114420412027983/Financial_Report.xls
49600,edgar/data/49600/000004960012000003/Financial_Report.xls
49615,edgar/data/49615/000114420412018752/Financial_Report.xls
49648,edgar/data/49648/000105787712000044/Financial_Report.xls
49728,edgar/data/49728/000114420412064781/Financial_Report.xls
49754,edgar/data/49754/000004975412000005/Financial_Report.xls
49826,edgar/data/49826/000119312512067004/Financial_Report.xls
49930,edgar/data/49930/000135448812001408/Financial_Report.xls
49938,edgar/data/49938/000119312512081083/Financial_Report.xls
50104,edgar/data/50104/000005010412000020/Financial_Report.xls
50172,edgar/data/50172/000000490412000013/Financial_Report.xls
50292,edgar/data/50292/000091431712001012/Financial_Report.xls
50471,edgar/data/50471/000141588912001403/Financial_Report.xls
50493,edgar/data/50493/000119312512514931/Financial_Report.xls
50725,edgar/data/50725/000093041312006185/Financial_Report.xls
50863,edgar/data/50863/000119312512075534/Financial_Report.xls
50957,edgar/data/50957/000005095712000002/Financial_Report.xls
51011,edgar/data/51011/000114036112041234/Financial_Report.xls
51143,edgar/data/51143/000104746912001742/Financial_Report.xls
51253,edgar/data/51253/000119312512084851/Financial_Report.xls
51434,edgar/data/51434/000119312512081097/Financial_Report.xls
51548,edgar/data/51548/000119312512026979/Financial_Report.xls
51644,edgar/data/51644/000005164412000005/Financial_Report.xls
52485,edgar/data/52485/000119312512081622/Financial_Report.xls
52795,edgar/data/52795/000119312512081094/Financial_Report.xls
52827,edgar/data/52827/000005282712000009/Financial_Report.xls
52988,edgar/data/52988/000005298812000086/Financial_Report.xls
53320,edgar/data/53320/000106299312001229/Financial_Report.xls
53456,edgar/data/53456/000103129612000012/Financial_Report.xls
53669,edgar/data/53669/000119312512475134/Financial_Report.xls
54187,edgar/data/54187/000120677412004172/Financial_Report.xls
54381,edgar/data/54381/000005438112000016/Financial_Report.xls
54424,edgar/data/54424/000116552712000402/Financial_Report.xls
54441,edgar/data/54441/000119312512105191/Financial_Report.xls
54473,edgar/data/54473/000119312512089295/Financial_Report.xls
54476,edgar/data/54476/000114306812000020/Financial_Report.xls
54480,edgar/data/54480/000005448012000019/Financial_Report.xls
54507,edgar/data/54507/000005450712000007/Financial_Report.xls
54681,edgar/data/54681/000114036112017368/Financial_Report.xls
55067,edgar/data/55067/000119312512085976/Financial_Report.xls
55135,edgar/data/55135/000095012312002654/Financial_Report.xls
55242,edgar/data/55242/000119312512351892/Financial_Report.xls
55362,edgar/data/55362/000143774912002645/Financial_Report.xls
55387,edgar/data/55387/000092222412000023/Financial_Report.xls
55529,edgar/data/55529/000119312512301987/Financial_Report.xls
55604,edgar/data/55604/000119312512116857/Financial_Report.xls
55772,edgar/data/55772/000005577212000013/Financial_Report.xls
55785,edgar/data/55785/000005578512000021/Financial_Report.xls
56047,edgar/data/56047/000119312512083165/Financial_Report.xls
56679,edgar/data/56679/000119312512280691/Financial_Report.xls
56701,edgar/data/56701/000005670112000011/Financial_Report.xls
56868,edgar/data/56868/000119312512137874/Financial_Report.xls
56873,edgar/data/56873/000110465912021358/Financial_Report.xls
56978,edgar/data/56978/000114420412063659/Financial_Report.xls
57055,edgar/data/57055/000119312512271006/Financial_Report.xls
57131,edgar/data/57131/000114420412035439/Financial_Report.xls
57183,edgar/data/57183/000112695612000081/Financial_Report.xls
57515,edgar/data/57515/000119312512373438/Financial_Report.xls
57528,edgar/data/57528/000119312512079825/Financial_Report.xls
57725,edgar/data/57725/000110465912063063/Financial_Report.xls
58361,edgar/data/58361/000005836112000041/Financial_Report.xls
58492,edgar/data/58492/000119312512078429/Financial_Report.xls
58592,edgar/data/58592/000005859212000007/Financial_Report.xls
58822,edgar/data/58822/000135448812004635/Financial_Report.xls
59255,edgar/data/59255/000119312512101411/Financial_Report.xls
59440,edgar/data/59440/000005944012000012/Financial_Report.xls
59478,edgar/data/59478/000119312512078393/Financial_Report.xls
59527,edgar/data/59527/000104746912001433/Financial_Report.xls
59558,edgar/data/59558/000005955812000027/Financial_Report.xls
59860,edgar/data/59860/000105291812000148/Financial_Report.xls
60086,edgar/data/60086/000119312512072891/Financial_Report.xls
60519,edgar/data/60519/000150433712000010/Financial_Report.xls
60549,edgar/data/60549/000092222412000023/Financial_Report.xls
60667,edgar/data/60667/000006066712000096/Financial_Report.xls
60714,edgar/data/60714/000095012312003694/Financial_Report.xls
60849,edgar/data/60849/000114036112011141/Financial_Report.xls
60876,edgar/data/60876/000119312512126849/Financial_Report.xls
60977,edgar/data/60977/000114420412014878/Financial_Report.xls
61004,edgar/data/61004/000006100412000012/Financial_Report.xls
61339,edgar/data/61339/000116172812000004/Financial_Report.xls
61398,edgar/data/61398/000006139812000037/Financial_Report.xls
61986,edgar/data/61986/000110465912014383/Financial_Report.xls
62234,edgar/data/62234/000114420412045605/Financial_Report.xls
62362,edgar/data/62362/000119312512401781/Financial_Report.xls
62709,edgar/data/62709/000006270912000016/Financial_Report.xls
62996,edgar/data/62996/000119312512070524/Financial_Report.xls
63276,edgar/data/63276/000119312512074927/Financial_Report.xls
63296,edgar/data/63296/000006329612000053/Financial_Report.xls
63330,edgar/data/63330/000104746912002068/Financial_Report.xls
63754,edgar/data/63754/000119312512026335/Financial_Report.xls
63908,edgar/data/63908/000119312512077317/Financial_Report.xls
64040,edgar/data/64040/000119312512043165/Financial_Report.xls
64279,edgar/data/64279/000006427912000012/Financial_Report.xls
64463,edgar/data/64463/000120677412001213/Financial_Report.xls
64472,edgar/data/64472/000119312512502875/Financial_Report.xls
64670,edgar/data/64670/000089710112001054/Financial_Report.xls
64803,edgar/data/64803/000110465912010850/Financial_Report.xls
64996,edgar/data/64996/000119312512057301/Financial_Report.xls
65011,edgar/data/65011/000006501112000099/Financial_Report.xls
65100,edgar/data/65100/000006510012000006/Financial_Report.xls
65172,edgar/data/65172/000110465912025296/Financial_Report.xls
65201,edgar/data/65201/000006520112000009/Financial_Report.xls
65270,edgar/data/65270/000006527012000017/Financial_Report.xls
65312,edgar/data/65312/000091431712001335/Financial_Report.xls
65350,edgar/data/65350/000103129612000012/Financial_Report.xls
65596,edgar/data/65596/000135448812001532/Financial_Report.xls
65759,edgar/data/65759/000101054912000145/Financial_Report.xls
65770,edgar/data/65770/000113626112000136/Financial_Report.xls
65984,edgar/data/65984/000006598412000067/Financial_Report.xls
66004,edgar/data/66004/000091431712000299/Financial_Report.xls
66382,edgar/data/66382/000006638212000029/Financial_Report.xls
66388,edgar/data/66388/000114420412020701/Financial_Report.xls
